"show_number","round","value","category","clue","answer","air_date"
13,2,800,"WOMEN AUTHORS","Author, columnist, & TV wit who said, \"Housework, if you do it right, can kill you\"","Erma Bombeck","1984-09-26"
13,2,800,"BASEBALL","Ironically, ex-con Ron LeFlore led the N.L. in these in 1980","stolen bases","1984-09-26"
13,2,800,"SCULPTURE","The Berlin museum is home to the famous bust of this Egyptian queen","Nefertiti","1984-09-26"
13,2,800,"\"NICK\" NAMES","He was Eddie Murphy's partner for 48 hours","Nick Nolte","1984-09-26"
13,2,1000,"INVENTIONS","Printing press inventor associated with the world's most valuable book","Gutenberg","1984-09-26"
13,2,1000,"WOMEN AUTHORS","Long-time companion of Dashiell Hammett, she was played in \"Julia\" by Jane Fonda","Lillian Hellman","1984-09-26"
13,2,1000,"BASEBALL","To help their owner pay off gambling debts, the 1920 Red Sox sold him to the Yankees","Babe Ruth","1984-09-26"
13,2,1000,"SCULPTURE","Though it represents a woman, his 5-story Chicago structure has been called a baboon","Picasso","1984-09-26"
13,2,1000,"\"NICK\" NAMES","Gambler who paid the \"Brice\" for marrying a famous Fanny","Nick Arnstein","1984-09-26"
13,3,NULL,"THE SOLAR SYSTEM","Only 1 of 9 planets not named for a Greek or Roman mythological figure","the Earth","1984-09-26"
14,1,100,"WORLD LEADERS","During '80s hostage crisis, dart boards bearing his face were a big seller","Ayatollah Khomeini","1984-09-27"
14,1,100,"AUGUST","492 years ago on Aug. 3rd, he set sail across the Atlantic","Christopher Columbus","1984-09-27"
14,1,100,"SPORTS","Game where \"dribbling\" is \"offensive\"","basketball","1984-09-27"
14,1,100,"HOT MOVIES","Irwin Allen's tall tale that went up in smoke","The Towering Inferno","1984-09-27"
14,1,100,"TRIVIA","They \"rush in where angels fear to tread\"","fools","1984-09-27"
14,1,200,"WORLD LEADERS","Britain's first female P.M., her popularity soared after Falklands war","Margaret Thatcher","1984-09-27"
14,1,200,"SPORTS","From early practice of pitcher facing west comes this baseball term for lefty","southpaw","1984-09-27"
14,1,200,"HOT MOVIES","Poitier & Steiger made sparks fly in this '67 Oscar winner","In the Heat of the Night","1984-09-27"
14,1,200,"TRIVIA","Some of the badges she can earn are: Horse Lover, Dabbler & Ms. Fix-it","a Girl Scout","1984-09-27"
14,1,300,"WORLD LEADERS","Ronald Reagan was also president of this union","the Screen Actors Guild","1984-09-27"
14,1,300,"SPORTS","Football's imaginary plane which neither team may cross until the ball is snapped","the line of scrimmage","1984-09-27"
14,1,300,"HOT MOVIES","The male stars tested their disguises for this '59 film by visiting studio ladies' room","Some Like it Hot","1984-09-27"
14,1,1200,"TRIVIA","Hemingway wrote the book, Rogers & Parton sang the <a href=\"http://www.j-archive.com/media/1984-10-04_J_19.mp3\">song</a>:","\"Islands In The Stream\"","1984-09-27"
14,1,400,"WORLD LEADERS","D'Aubisson claimed Duarte fixed his election win in this country","El Salvador","1984-09-27"
14,1,400,"SPORTS","World's fastest sport, free-fall speeds of 614 MPH have been recorded in this","skydiving","1984-09-27"
14,1,400,"HOT MOVIES","Words were heated when Truffaut filmed this Bradbury novel","Fahrenheit 451","1984-09-27"
14,1,400,"TRIVIA","If the item is colored yellow & you use a red dye, the resulting color is this","orange","1984-09-27"
14,1,500,"WORLD LEADERS","Olympic pullout was ordered by this successor to Andropov","Chernenko","1984-09-27"
14,1,500,"AUGUST","Russia, France & Germany entered WWI in August of this year",1914,"1984-09-27"
14,1,500,"SPORTS","'50s middleweight champ some say was pound-for-pound the best boxer ever","Sugar Ray Robinson","1984-09-27"
14,1,500,"HOT MOVIES","1st movie that newlyweds Newman & Woodward made together","The Long Hot Summer","1984-09-27"
14,1,500,"TRIVIA","Filing an IRS form 4868 gets you a 4-month extension from this date","April 15","1984-09-27"
14,2,200,"THE 20TH CENTURY","Where Sally Ride took her famous ride","on the Space Shuttle","1984-09-27"
14,2,200,"BROADWAY","She was \"The Miracle Worker\" for Patty Duke's Helen Keller","Anne Bancroft","1984-09-27"
14,2,200,"TRAVEL","This necessary document cost $10 in 1980, but is now $35","a passport","1984-09-27"
14,2,200,"AMERICAN INDIANS","Device Indians smoked as sign of friendship","a peace pipe","1984-09-27"
14,2,200,"MAMMALS","Alphabetically, it's #1","the aardvark","1984-09-27"
14,2,200,"THE \"PITS\"","Where Pirates steal bases","Pittsburgh","1984-09-27"
14,2,400,"THE 20TH CENTURY","Time barrier shattered by runner Roger Bannister in 1954","the four-minute mile","1984-09-27"
14,2,400,"BROADWAY","Lerner & Loewe's \"One Brief Shining Moment\" which ran from Dec. 3, '60 to Jan. 5, '63","Camelot","1984-09-27"
14,2,400,"TRAVEL","Non-sexist name for a stewardess","a flight attendant","1984-09-27"
14,2,400,"AMERICAN INDIANS","They symbolize family trees of N.W. Indians","totem poles","1984-09-27"
14,2,400,"MAMMALS","Noel Coward song says only \"mad\" ones \"go out in the midday sun\"","dogs","1984-09-27"
14,2,400,"THE \"PITS\"","Asphalt bog that tourists log in L.A.","the La Brea Tar Pits","1984-09-27"
14,2,1500,"THE 20TH CENTURY","In Dec., 1941, Representative Jeannette Rankin cast the only dissenting vote on this issue","the declaration of war against Japan over Pearl Harbor","1984-09-27"
14,2,600,"BROADWAY","His 1st stage hit was \"I Remember Mama\" but he's better remembered for shouting \"Stella!\"","Marlon Brando","1984-09-27"
14,2,600,"TRAVEL","A vaccination is no longer required since this disease is eradicated","smallpox","1984-09-27"
14,2,600,"AMERICAN INDIANS","To keep Indians out, Dutch settlers built a wall across this New Amsterdam street","Wall Street","1984-09-27"
14,2,600,"THE \"PITS\"","Poe's tale of torture in a Spanish castle","The Pit and the Pendulum","1984-09-27"
14,2,800,"THE 20TH CENTURY","His masterpiece was painted as a protest against the bombing of the Spanish town \"Guernica\"","Pablo Picasso","1984-09-27"
14,2,800,"BROADWAY","Winner of Tony & Oscar for royal role he's been identified with since '51","Yul Brynner","1984-09-27"
14,2,800,"TRAVEL","Tags for luggage headed for this airport appropriately read \"LAX\"","Los Angeles (International)","1984-09-27"
14,2,800,"AMERICAN INDIANS","Runaway slaves used to hide with this tribe in Florida swamps","the Seminoles","1984-09-27"
14,2,800,"THE \"PITS\"","Shaky lady of \"Oh Susanna\" fame","Zazu Pitts","1984-09-27"
14,2,1000,"THE 20TH CENTURY","In 1939, this scientist wrote FDR a letter explaining that an atomic bomb could be built","Albert Einstein","1984-09-27"
14,2,1000,"BROADWAY","Rogers & Hammerstein's \"Away We Go\" ran a record-breaking 2,248 performances under new name","Oklahoma!","1984-09-27"
14,2,1500,"TRAVEL","Ship passengers are greeted & dunked by King Neptune 1st time they cross this","the Equator","1984-09-27"
14,2,1000,"THE \"PITS\"","Both cyanide & laetrile are an extract of them","apricot pits","1984-09-27"
14,3,NULL,"BUSINESS & INDUSTRY","Automaker that introduced the alternator, power steering & electric ignition","Chrysler","1984-09-27"
56,1,100,"AFRICA","Central Africa's short people","the Pygmies","1984-11-26"
56,1,100,"FOOD","When you step on these, they let out a little \"wine\"","grapes","1984-11-26"
56,1,100,"FIRST AID","Any remedy which counteracts a swallowed poison","an antidote","1984-11-26"
56,1,100,"NUMBER PLEASE","An unlucky Friday or a baker's dozen",13,"1984-11-26"
56,1,100,"BEN FRANKLIN","His spectacle invention that's a sight for sore eyes","bifocals","1984-11-26"
56,1,100,"TRIVIA","At last count there were only 70 of these head servants left in England","butlers","1984-11-26"
56,1,200,"AFRICA","S. Africa's form of segregation","apartheid","1984-11-26"
56,1,200,"FOOD","Satanic term for food prepared with strong seasoning, as of eggs or ham","devilled","1984-11-26"
56,1,200,"FIRST AID","To prevent swelling & discoloring from a blow to the body, apply this kind of compress immediately","a cold compress","1984-11-26"
56,1,200,"NUMBER PLEASE","Number of stars on American flag raised at Iwo Jima",48,"1984-11-26"
56,1,200,"BEN FRANKLIN","\"Fish & guests stink in 3 days\" are among this almanac's wise words","Poor Richard(\\'s Almanack)","1984-11-26"
56,1,200,"TRIVIA","Nobody wants to hear all of this camp song about decreasing containers of brew","\"99 Bottles Of Beer On The Wall\"","1984-11-26"
56,1,300,"AFRICA","Tanganyika & Zanzibar joined to form this country","Tanzania","1984-11-26"
56,1,300,"FOOD","French term for meat served in its own juice","au jus","1984-11-26"
56,1,300,"FIRST AID","Kind of shot given to prevent lockjaw after a puncture wound","a tetanus shot","1984-11-26"
56,1,300,"NUMBER PLEASE","Square inches in a square foot",144,"1984-11-26"
56,1,300,"BEN FRANKLIN","He was president of the 1st society to press for its abolition","slavery","1984-11-26"
56,1,300,"TRIVIA","A stew of various meats, a jar of mixed flower petals, or an old \"Jeopardy\" category","potpourri","1984-11-26"
56,1,400,"AFRICA","Africa's largest fresh-water lake, it's main source of the Nile","Lake Victoria","1984-11-26"
56,1,400,"FOOD","Found in rye bread, these seeds are also flavoring of kummel liqueur","caraway seeds","1984-11-26"
56,1,400,"FIRST AID","This \"hug\" is recommended as effective method to remove object blocking windpipe","the Heimlich maneuver","1984-11-26"
56,1,1000,"NUMBER PLEASE","Total of trombones & cornets in \"The Music Man\" tune",186,"1984-11-26"
56,1,400,"BEN FRANKLIN","The postal service actually showed a profit when he held this position","Postmaster General","1984-11-26"
56,1,400,"TRIVIA","This president is said to be related to John Kennedy, Princess Di & F. Mitterand","Ronald Reagan","1984-11-26"
56,1,500,"AFRICA","Kenyatta was leader of this bloody movement to end British rule in Kenya","the Mau Maus","1984-11-26"
56,1,500,"FOOD","The thymus & pancreas of young calves are sources of this meat","sweetbreads","1984-11-26"
56,1,500,"FIRST AID","Full name for CPR","cardiopulmonary rescuscitation","1984-11-26"
56,1,500,"NUMBER PLEASE","Age range of an octogenarian","the 80s (or 80-89)","1984-11-26"
56,1,500,"TRIVIA","The place you most readily find \"QWERTYUIOP\"; you can spell it using only these letters","a typewriter","1984-11-26"
56,2,200,"GRAMMAR","While either takes or, neither always takes this","nor","1984-11-26"
56,2,200,"WORLD OF FASHION","The hat in the Mexican hat dance","a sombrero","1984-11-26"
56,2,200,"ART","A painting of inanimate objects, not people","a still life","1984-11-26"
56,2,200,"U.S. GEOGRAPHY","It's \"where the wind comes sweeping down the plain\"","Oklahoma","1984-11-26"
56,2,200,"TV DETECTIVES","He was Dectective Lieutenant Dan August before he was Sharky","Burt Reynolds","1984-11-26"
56,2,400,"GRAMMAR","The interjection in \"Whew! This is a tough answer\"","whew","1984-11-26"
56,2,400,"WORLD OF FASHION","South Seas garb worn by Dorothy Lamour on \"The Road\"","a sarong","1984-11-26"
56,2,400,"U.S. GEOGRAPHY","State whose counties include Crockett, Zapata & Pecos","Texas","1984-11-26"
56,2,400,"TV DETECTIVES","He played father-in-law to Betty Jones & now is uncle to Matt Houston","Buddy Ebsen","1984-11-26"
56,2,400,"BIOLOGY","Wurlitzer's pride, or what tissues grouped together form","an organ","1984-11-26"
56,2,600,"GRAMMAR","Punctuation mark of the imperative mode","an exclamation mark","1984-11-26"
56,2,600,"WORLD OF FASHION","Where on his body an Arab would wear the traditional keffiyeh","his head","1984-11-26"
56,2,700,"U.S. GEOGRAPHY","One of two states ending in \"T\"","(1 of) Connecticut and Vermont","1984-11-26"
56,2,500,"TV DETECTIVES","Name of station police work out of in series with <a href=\"http://www.j-archive.com/media/1984-11-26_DJ_08.mp3\">this</a> theme","(the) Hill Street (station)","1984-11-26"
56,2,600,"BIOLOGY","Serology is the study of this body fluid closely resembling sea water","blood","1984-11-26"
56,2,800,"U.S. GEOGRAPHY","Historic pass at junction of TN., KY., & VA., associated with Daniel Boone","the Cumberland Gap","1984-11-26"
56,2,800,"TV DETECTIVES","Ex-\"radio receptionist\" now\" partner in crime\" with Lynda Carter","Loni Anderson","1984-11-26"
56,2,800,"BIOLOGY","In 1600's, amateur Dutch scientist van Leeuwenhoek discovered bacteria by using this","a microscope","1984-11-26"
56,2,1000,"GRAMMAR","The word, phrase or clause a pronoun must agree with","the antecedent","1984-11-26"
56,2,1000,"U.S. GEOGRAPHY","Mountain range that surrounds city of Atlanta","the Blue Ridge Mountains","1984-11-26"
56,2,1000,"TV DETECTIVES","Det. whose show was spun off from \"Barney Miller\", but thrown back due to small ratings","Fish","1984-11-26"
56,2,1000,"BIOLOGY","Exobiology is the study of living things here","space","1984-11-26"
56,3,NULL,"BUSINESS & INDUSTRY","Country that manufactures the most cars per year","Japan","1984-11-26"
57,1,100,"BRITISH ISLES","If you \"take the high road\", I'll get there afore ye","Scotland","1984-11-27"
57,1,100,1945,"Truman's state or battleship site of Japan's surrender","Missouri","1984-11-27"
57,1,100,"TELEVISION","They got married in the final episode of \"Happy Days\"","Joanie and Chachi","1984-11-27"
57,1,100,"FASHION","Espadrilles, clogs & \"tennies\"","shoes","1984-11-27"
57,1,100,"TRIVIA","Words used instead of the cursing in Watergate tape transcripts","expletive deleted","1984-11-27"
57,1,200,"BRITISH ISLES","Color represented with white & red on the Irish flag","green","1984-11-27"
57,1,200,1945,"Developed from radar research, it was first marketed for fast food preparation in '45","microwave creation","1984-11-27"
57,1,200,"TELEVISION","Editor Billie Newman & Joe Rossi worked for","Lou Grant","1984-11-27"
57,1,200,"FASHION","Until 19th c., ones made of chicken skin were worn by women to soften their hands","gloves","1984-11-27"
57,1,200,"TRIVIA","Specialty store in which you'd buy lug nuts & feeler gauges","an auto supply store","1984-11-27"
57,1,300,"BRITISH ISLES","X-rated actress Koo Stark's royal ex-beau","Prince Andrew","1984-11-27"
57,1,300,1945,"Number of stars in U.S. flag raised over Iwo Jima",48,"1984-11-27"
57,1,300,"TELEVISION","She shot J.R.","Mary Crosby","1984-11-27"
57,1,300,"FASHION","\"Foreign\" name for the end of a sleeve folded back & fastened with a link","a French cuff","1984-11-27"
57,1,300,"TRIVIA","Speed of an LP","33 1/3 inches per second","1984-11-27"
57,1,400,1945,"Rejected as movie script, Broadway loved this fragile Tennessee Williams drama","The Glass Menagerie","1984-11-27"
57,1,400,"TELEVISION","Played WJM's man-hunting \"happy homemaker\" Sue Ann Nivens","Betty White","1984-11-27"
57,1,400,"FASHION","Pattern design which came from the horse blankets of Richard Tattersall","(the Tattersall) check (or plaid)","1984-11-27"
57,1,400,"TRIVIA","Number of vowels on the bottom row of keys of a standard typewriter",0,"1984-11-27"
57,1,500,1945,"He \"lost\" a \"weekend\" but won an Oscar","Ray Milland","1984-11-27"
57,1,500,"TELEVISION","Marketing has begun on a line of nursewear from this TV medical show","Trapper John, M.D.","1984-11-27"
57,1,500,"FASHION","Breeches cut full above the knee used for horseback riding","jodhpurs","1984-11-27"
57,1,500,"TRIVIA","Howard Garis' bedtime tale-teller whose last name is Longears","Uncle Wiggily","1984-11-27"
57,2,200,"HOT SPOTS","Hottest temperature ever recorded was on this \"dark\" continent","Africa","1984-11-27"
57,2,200,"SPACE","Titan is the largest moon of this ringed planet","Saturn","1984-11-27"
57,2,200,"3-LETTER WORDS","It's where flowers \"sleep\"","a bed","1984-11-27"
57,2,200,"DRAMA","In the Middle Ages, monks presented \"mystery plays\" to illustrate stories from this","the Bible","1984-11-27"
57,2,200,"LEGENDS","\"Inhaling the breath of a  loved one\" is the reason for this Eskimo \"kiss\"","rubbing noses","1984-11-27"
57,2,400,"HOT SPOTS","43 consecutive days of 120º heat were recorded in this appropriately named Calif. valley","Death Valley","1984-11-27"
57,2,400,"SPACE","It forms a large part of Jupiter's atmosphere or Earth's kitchen cleaners","ammonia","1984-11-27"
57,2,400,"3-LETTER WORDS","A flipper or a fiver","a fin","1984-11-27"
57,2,400,"DRAMA","Dramatic form, from Greek for \"merrymaking\"","comedy","1984-11-27"
57,2,400,"LEGENDS","People whose gods included Odin, Thor & Loki","the Vikings (or the Norse)","1984-11-27"
57,2,600,"HOT SPOTS","National seashore resort that's been \"burning\" off Long Island for years","Fire Island","1984-11-27"
57,2,600,"SPACE","The Van Allen belts surround most of this planet","Earth","1984-11-27"
57,2,600,"3-LETTER WORDS","A grown-up acorn","an oak","1984-11-27"
57,2,600,"TRADE CENTERS","City that's often called \"the rubber capital of the world\"","Akron, Ohio","1984-11-27"
57,2,600,"DRAMA","19th century Norwegian playwright often called founder of modern drama","Henrik Ibsen","1984-11-27"
57,2,1000,"LEGENDS","Mythical creature Noah left behind in <a href=\"http://www.j-archive.com/media/1984-11-27_DJ_23.mp3\">this</a> Irish Rovers' song","a unicorn","1984-11-27"
57,2,800,"HOT SPOTS","Named by Magellan for fires blazing on shore, it's South America's stormy southern tip","Tierra del Fuego","1984-11-27"
57,2,800,"SPACE","Soviet ship which docked with our Apollo in '75","Soyuz","1984-11-27"
57,2,800,"3-LETTER WORDS","To question","ask","1984-11-27"
57,2,800,"DRAMA","In 1642, they closed English theaters for 18 years","the Puritans","1984-11-27"
57,2,800,"LEGENDS","Only hope remained after this ancient Greek's box was opened","Pandora\\'s box","1984-11-27"
57,2,1000,"HOT SPOTS","Its foundation for polio victims was founded by FDR, who died here","Warm Springs, Georgia","1984-11-27"
57,2,1500,"SPACE","Comet in 1973 which didn't put on its promised show","Kohoutek","1984-11-27"
57,2,1000,"3-LETTER WORDS","Bathroom the British skip to","the loo","1984-11-27"
57,2,1000,"DRAMA","As he wished, the last play of Eugene O'Neill was produced after his death","Long Day\\'s Journey Into Night","1984-11-27"
57,2,1000,"LEGENDS","Pair of lovers separated by a garden wall, they inspired \"Romeo & Juliet\"","Pyramus and Thisbe","1984-11-27"
57,3,NULL,"GOVERNMENT","Decade the last amendment to the Constitution was ratified in","the 1970s","1984-11-27"
58,1,100,"DEMOCRATS","Initials in common to all members of Lyndon Johnson's family","L.B.J.","1984-11-28"
58,1,100,"COLORFUL GEOGRAPHY","Contrary to name, this world's largest island is primarily icecap","Greenland","1984-11-28"
58,1,100,"GAY BLADES","The mark left by George Hamilton's \"gay blade\"","a Z","1984-11-28"
58,1,100,"TRIVIA","Winning a birling contest is as easy as not falling off this","a log","1984-11-28"
58,1,200,"DEMOCRATS","Seminarian who became California's \"Guru Governor\"","Edmund Brown, Jr.","1984-11-28"
58,1,200,"BROADWAY MUSICALS","Rex Harrison's \"Fair Lady\" and Burton's Guinevere","Julie Andrews","1984-11-28"
58,1,200,"COLORFUL GEOGRAPHY","National Park famous for faithful aquatic eruptions","Yellowstone","1984-11-28"
58,1,200,"GAY BLADES","Its use was abolished in France in 1981, 188 years too late for Marie Antoinette","the guillotine","1984-11-28"
58,1,200,"TRIVIA","N.M.I. means this, as used in the name John (N.M.I.) Smith","no middle initial","1984-11-28"
58,1,300,"DEMOCRATS","Chrysler Corp. pres. considered by some Dems. as potential V.P. material","Lee Iacocca","1984-11-28"
58,1,300,"BROADWAY MUSICALS","In 1967, Broadway said \"hello\" to this 1st black \"Dolly\"","Pearl Bailey","1984-11-28"
58,1,300,"COLORFUL GEOGRAPHY","Only Universal Studios' special effects & Moses could part it","the Red Sea","1984-11-28"
58,1,300,"GAY BLADES","The sword in the stone from the Lady of the Lake","Excalibur","1984-11-28"
58,1,300,"TRIVIA","The moving tower used to service space launch vehicles or Burt's Oscar-winning \"Elmer\"","a gantry","1984-11-28"
58,1,400,"DEMOCRATS","Colorado senator who served as McGovern's campaign manager in '72","Gary Hart","1984-11-28"
58,1,400,"BROADWAY MUSICALS","1931's \"The Band Wagon\" was the last time this brother & sister shared the dancing spotlight","the Astaires","1984-11-28"
58,1,400,"COLORFUL GEOGRAPHY","Called the Schwarzwald, it's the deep dark woods of fairy tale fame","the Black Forest","1984-11-28"
58,1,400,"GAY BLADES","You'd need an undertaker, not a styptic pencil after this was used by Sweeney Todd","a straight razor","1984-11-28"
58,1,350,"TRIVIA","State nickname shared by South Dakota & Florida","the Sunshine State","1984-11-28"
58,1,500,"DEMOCRATS","Hubert Humphrey's running mate in '68","Edmund Muskey","1984-11-28"
58,1,500,"BROADWAY MUSICALS","Musical in which Lester Billis was Nellie Forbush's \"honey bun\"","South Pacific","1984-11-28"
58,1,500,"COLORFUL GEOGRAPHY","John Denver's country roads lead to these West Virginia mountains","the Blue Ridge Mountains","1984-11-28"
58,1,500,"GAY BLADES","Ridley Scott's dim futuristic film view of Los Angeles","Blade Runner","1984-11-28"
58,1,500,"TRIVIA","The 1st group to identify itself as 1 of these was Gamma Phi Beta in 1874","a sorority","1984-11-28"
58,2,200,"ANCIENT GREECE","The Greeks' word for world or Sagan's word for universe","cosmos","1984-11-28"
58,2,200,"SCIENCE","Fahrenheit equivalent to 0º Centigrade",32,"1984-11-28"
58,2,200,"U.S. HISTORY","19th century flag nicknamed \"Stars & Bars\"","the Confederate flag","1984-11-28"
58,2,200,"RADIO HEROES","He \"knows what evil lurks in the hearts of men\"","The Shadow","1984-11-28"
58,2,400,"ANCIENT GREECE","\"Amazing\" home of the Minotaur","the Maze (or the Labyrinth)","1984-11-28"
58,2,400,"SCIENCE","You might have to put F. Lee Bailey on one to admit he had a show about one","a lie detector","1984-11-28"
58,2,400,"U.S. HISTORY","Its full name is \"Liberty Enlightening the World\"","the Statue of Liberty","1984-11-28"
58,2,400,"RADIO HEROES","The Green Hornet's chauffeuring sidekick","Kato","1984-11-28"
58,2,400,"SPIDERS","Number of eyes some spiders have & legs all spiders have","eight","1984-11-28"
58,2,600,"ANCIENT GREECE","City-state ruled by Pericles","Athens","1984-11-28"
58,2,600,"SCIENCE","The science which deals with the motion & behavior of bullets","ballistics","1984-11-28"
58,2,600,"U.S. HISTORY","This popular tourist destination was annexed in 1889 due to pressure from sugar planters","Hawaii","1984-11-28"
58,2,600,"RADIO HEROES","Penny and Clipper's Uncle Schyler, who flew from radio to TV","Sky King","1984-11-28"
58,2,600,"SPIDERS","All spiders spin it but not always into webs","silk","1984-11-28"
58,2,800,"ANCIENT GREECE","The name of poetry with a lyre accompaniment","lyric poetry","1984-11-28"
58,2,1000,"TRAINS","Name of the nocturnal express <a href=\"http://www.j-archive.com/media/1984-11-28_DJ_26.mp3\">this</a> prisoner was waiting for","the Midnight Special","1984-11-28"
58,2,800,"SCIENCE","What you're \"stuck with\" boiling down collagen, softening it with hot water & letting it swell","glue","1984-11-28"
58,2,800,"U.S. HISTORY","It was his partner, James Marshall, who actually discovered gold at his California mill in 1849","Sutter","1984-11-28"
58,2,1000,"RADIO HEROES","Radio voice of Superman, on TV he knew when \"To Tell the Truth\" & how to \"Beat the Clock\"","Bud Collyer","1984-11-28"
58,2,800,"SPIDERS","aka the harvestman, it was Leslie Caron's name for Fred Astaire in '55 film","daddy longlegs","1984-11-28"
58,2,1000,"ANCIENT GREECE","Founder of \"Lyceum\", his students walked with him as he taught","Aristotle","1984-11-28"
58,2,1000,"TRAINS","This city's subway is the oldest in America","Boston","1984-11-28"
58,2,1000,"SCIENCE","In 1808, this metalsmith made copper plates for a Fulton steamboat boiler","Paul Revere","1984-11-28"
58,2,1000,"U.S. HISTORY","In return for Missouri's admittance as a slave state, this N.E. state was brought in as a free state","Maine","1984-11-28"
58,2,1000,"RADIO HEROES","Originally called \"Challenge of the Yukon... Gold\"","Sergeant Preston of the Yukon","1984-11-28"
58,2,1000,"SPIDERS","Scientific name for spiders, from Greek woman who unwisely challenged Athena to spinning contest","arachnid","1984-11-28"
58,3,NULL,"TRAVEL & TOURISM","City that boasts the tallest U.S. monument, completed in 1965","St. Louis","1984-11-28"
59,1,100,"SCIENCE","A sound's repetition by reflection","an echo","1984-11-29"
59,1,100,"'60s TRIVIA","By 1966 the Air Force had logged 10,147 sightings of these, but didn't believe any","UFOs","1984-11-29"
59,1,100,"SPORT OF KINGS","The pari-mutuel system lets you do it legally","bet on horses","1984-11-29"
59,1,100,"SAINTLY CITIES","Minneapolis' \"twin\", it's capital of Minnesota","St. Paul","1984-11-29"
59,1,100,"SUPER HEROES","He's been played by Reeves & Reeve","Superman","1984-11-29"
59,1,200,"SCIENCE","He originated \"The Origin of Species\"","Charles Darwin","1984-11-29"
59,1,200,"'60s TRIVIA","It's what LBJ showed off to reporters in October 1965","a scar","1984-11-29"
59,1,200,"SPORT OF KINGS","Race where faster horses carry more weight than slower ones","a handicap","1984-11-29"
59,1,200,"SAINTLY CITIES","California mission town which is annual destination for famed swallows","San Juan Capistrano","1984-11-29"
59,1,200,"SUPER HEROES","Still seen in Thanksgiving parades, Wally Cox gave this hero his voice","Underdog","1984-11-29"
59,1,300,"SCIENCE","Singular form of the word \"bacteria\"","bacterium","1984-11-29"
59,1,300,"'60s TRIVIA","Jean Nidetch in 1963 lost 72 lbs. & started this company","Weight Watchers","1984-11-29"
59,1,300,"SPORT OF KINGS","Race horse that runs well on a wet track, or a Bronx mommy","a mudder","1984-11-29"
59,1,300,"SAINTLY CITIES","8th most populous city in the world, it was once capital of Brazil","São Paulo","1984-11-29"
59,1,400,"SUPER HEROES","His theme was <a href=\"http://www.j-archive.com/media/1984-11-29_J_11.mp3\">the following</a>:","Mighty Mouse","1984-11-29"
59,1,400,"SCIENCE","Negative particle that orbits an atom's nucleus","an electron","1984-11-29"
59,1,400,"'60s TRIVIA","In 1967 he was kicked out of the House of Representatives for reprehensible behavior","Adam Clayton Powell","1984-11-29"
59,1,400,"SAINTLY CITIES","Reputed site of Columbus' tomb, it's capital of Dominican Republic","Santo Domingo","1984-11-29"
59,1,400,"SUPER HEROES","His archenemy, Dr. Sivana, nicknamed him \"The Big Red Cheese\"","Captain Marvel","1984-11-29"
59,1,500,"SCIENCE","Cytology is the study of these biological building blocks","cells","1984-11-29"
59,1,500,"'60s TRIVIA","In '61 this oil billionaire installed a pay phone in his mansion for guests to use","J. Paul Getty","1984-11-29"
59,1,500,"SAINTLY CITIES","Poshest of all Swiss ski resorts","St. Moritz","1984-11-29"
59,1,500,"SUPER HEROES","Originally Reed Richards, his wife Sue, The Human Torch & The Thing","The Fantastic Four","1984-11-29"
59,2,200,"GEOGRAPHY","Honolulu is on this Hawaiian island","Oahu","1984-11-29"
59,2,200,"WORLD LEADERS","Won medals for helping British in South Africa but his opposition drove them from India","Mahatma Gandhi","1984-11-29"
59,2,200,"FIRSTS","Combat candies made to melt in a GI's mouth, not in his hand","M&M\\'s","1984-11-29"
59,2,200,"ASTRONOMY","Second largest planet in the solar system","Saturn","1984-11-29"
59,2,200,"WARS","Though never declared, it was the longest war in which America took part","the Vietnam War","1984-11-29"
59,2,200,"TV ANIMALS","The seasick sea serpent","Cecil","1984-11-29"
59,2,400,"GEOGRAPHY","2 of 4 countries bordering Greece","(2 of) Yugoslavia, Turkey, Bulgaria, Albania","1984-11-29"
59,2,400,"WORLD LEADERS","Since independence in '45, Sukarno & Suharto have been this island nation's only presidents","Indonesia","1984-11-29"
59,2,400,"FIRSTS","Until Swanson offered them in '54, you couldn't officially eat in front of the boob tube","frozen TV dinners","1984-11-29"
59,2,400,"ASTRONOMY","Stars forming patterns as seen from Earth, such as Orion","a constellation","1984-11-29"
59,2,400,"WARS","The material cost of this war was greater than all other wars put together","World War II","1984-11-29"
59,2,400,"TV ANIMALS","While Lassie was played by a male, this dolphin was played by a female","Flipper","1984-11-29"
59,2,500,"WORLD LEADERS","In 1946 Norway's Trygve Lie became 1st to hold this post","Secretary General of the U.N.","1984-11-29"
59,2,600,"FIRSTS","The first ones had to be nurses to serve coffee, tea or milk","stewardesses (or flight attendants)","1984-11-29"
59,2,600,"ASTRONOMY","From Greek for \"milk\", a system of stars such as the Milky Way","galaxies","1984-11-29"
59,2,600,"WARS","Sports event that set off a 1969 war between Honduras & El Salvador","soccer","1984-11-29"
59,2,600,"TV ANIMALS","He was 1st of several chimps featured in the early days of \"The Today Show\"","J. Fred Muggs","1984-11-29"
59,2,800,"FIRSTS","Brand of cereal thou could 1st buy in 1901","Quaker Oatmeal","1984-11-29"
59,2,800,"ASTRONOMY","The Inquisition forced him to retract his belief the Earth orbits the Sun","Galileo","1984-11-29"
59,2,800,"WARS","In 19th C., Brazil, Argentina & Uruguay wiped out over 80% of this nearby country's population","Paraguay","1984-11-29"
59,2,800,"TV ANIMALS","In the TV show \"Maya\", it's what Maya was","an elephant","1984-11-29"
